bibtex_id,title,abstract,decision,justification,model_name,prompt_version,execution_date,processing_time_seconds
rayyan-471935281,Cerebrum twin: A 6D semantic digital twin of multi-lobe digital brain functions for human-centric Industry 5.0,"Industry 5.0 highlights the need for human-centric and adaptive intelligence in smart manufacturing. This paper proposes the Cerebrum Twin (CT), a brain-inspired, six-dimensional semantic digital twin (SDT) system that unifies five human-like senses, including listening, speaking, reading, writing, and looking, within a cohesive multi-lobe digital brain framework. CT integrates real-time physical signals from force, vibration, and vision sensors by leveraging a synergistic ensemble of advanced artificial intelligence (AI) modules, such as Extreme Gradient Boosting (XGBoost), ConvNeXt V2, Efficient Sub-Pixel Convolutional Networks (ESPCN), stacked sparse autoencoder with supervision (SSAES), large language models (LLM), and reinforcement learning (RL). Uniquely, CT establishes a closed-loop semantic feedback mechanism, enabling dynamic perception, multimodal semantic abstraction, signal-driven prediction, adaptive parameter optimization, and intuitive voice-based human interaction. This holistic integration bridges the physical, semantic, and cognitive layers of CNC machining, supporting robust, transparent, and operator-oriented decision-making. The proposed system was validated through ultrasonic vibration-assisted blade dicing (UVABD) experiments. CT reduced dicing force prediction error by 39.86 %, improved tool wear prediction accuracy by 29.59 %, and decreased edge chipping severity by 60.47 % compared to the baseline model. These results demonstrate that a semantically empowered, multisensory digital twin (DT), enabled by real-time physical–semantic–AI fusion and human-in-the-loop optimization, can significantly enhance intelligent manufacturing performance and fulfill the vision of Industry 5.0. © 2025 The Society of Manufacturing Engineers",exclude,"IC1 is satisfied: the work centrally proposes a “Cerebrum Twin (CT)… six-dimensional semantic digital twin (SDT) system” and validates it in CNC machining experiments. IC3 is satisfied: the abstract explicitly includes “intuitive voice-based human interaction,” “operator-oriented decision-making,” and “human-in-the-loop optimization,” clearly defining human interaction/roles in the loop. IC2 is NOT satisfied: although the abstract claims “transparent… decision-making,” it does not explicitly describe, implement, evaluate, or analyze any explainability/interpretability/transparency/XAI mechanism within the digital twin (e.g., explanation methods, interpretable models/representations, rationale generation, explanation UI, transparency metrics, or user studies assessing explanations). The presence of multiple AI modules/LLMs and a semantic feedback mechanism is not, by itself, an explicit XAI mechanism. Since all criteria must be explicitly met, the article is excluded.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:58:18.768464,3.9401137828826904
rayyan-471935282,Knowledge Graphs and Artificial Intelligence for the Implementation of Cognitive Heritage Digital Twins,"This paper explores the integration of Artificial Intelligence and semantic technologies to support the creation of intelligent Heritage Digital Twins, digital constructs capable of representing, interpreting, and reasoning over cultural data. This study focuses on transforming the often fragmented and unstructured documentation produced in cultural heritage into coherent Knowledge Graphs aligned with internationally recognised standards and ontologies. Two complementary AI-assisted workflows are proposed: one for extracting and formalising structured knowledge from heritage science reports and another for enhancing AI models through the integration of curated ontological knowledge. The experiments demonstrate how this synergy facilitates both the retrieval and the reuse of complex information while ensuring interpretability and semantic consistency. Beyond technical efficacy, this paper also addresses the ethical implications of AI use in cultural heritage, with particular attention to transparency, bias mitigation, and meaningful representation of diverse narratives. The results highlight the importance of a reflexive and ethically grounded deployment of AI, where knowledge extraction and machine learning are guided by structured ontologies and human oversight, to ensure conceptual rigour and respect for cultural complexity. © 2025 by the authors.",exclude,"IC1 is satisfied: the abstract’s central focus is the creation/implementation of “intelligent Heritage Digital Twins” supported by AI and semantic technologies (Knowledge Graphs, ontologies), indicating Digital Twins are a defining concept. IC2 is not explicitly satisfied: while the abstract uses terms like “interpretability,” “semantic consistency,” and “transparency,” it does not clearly describe or analyze any specific XAI/explainability mechanism within the Digital Twin context (e.g., explanations, attribution methods, interpretable model designs, explanation interfaces, or an evaluation of explainability). These mentions read as general desired properties/ethical aims rather than explicit XAI methods. IC3 is not explicitly satisfied: “human oversight” is mentioned, but no concrete human role (operator/analyst/decision-maker) or explicit human-in-the-loop/on-the-loop interaction mechanism is described as part of the system architecture or evaluation. Because IC2 and IC3 are ambiguous/weakly supported in the abstract, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:58:23.302307,4.523601770401001
rayyan-471935283,Ontology-Driven Digital Twin Framework for Aviation Maintenance and Operations,"This paper presents a novel ontology-driven digital twin framework specifically designed for aviation maintenance and operations that addresses these challenges through semantic reasoning and explainable decision support. The proposed framework integrates seven interconnected ontologies—structural, functional, behavioral, monitoring, maintenance, lifecycle, and environmental. It collectively provides a comprehensive semantic representation of aircraft systems and their operational context. Each ontology is mathematically formalized using description logics and graph theory, creating a unified knowledge graph that enables transparent, traceable reasoning from sensor observations to maintenance decisions. The digital twin is formally defined as a 6-tuple that incorporates semantic transformation engines, cross-ontology mappings, and dynamic reasoning mechanisms. Unlike traditional data-driven approaches that operate as black boxes, the ontology-driven framework provides explainable inference capabilities essential for regulatory compliance and safety certification in aviation. The semantic foundation enables causal reasoning, rule-based validation, and context-aware maintenance recommendations while supporting standardization and interoperability across manufacturers, airlines, and regulatory bodies. The research contributes a mathematically grounded, semantically transparent framework that bridges the gap between domain knowledge and operational data in aviation maintenance. This work establishes the foundation for next-generation cognitive maintenance systems that can support intelligent, adaptive, and trustworthy operations in modern aviation ecosystems. © 2025 by the author.",exclude,"IC1 is satisfied: the digital twin is central and explicitly defined (""novel ontology-driven digital twin framework""; digital twin formally defined as a 6-tuple with semantic engines/mappings/reasoning). IC2 is satisfied: the abstract explicitly frames explainability within the digital twin via ""explainable decision support,"" ""transparent, traceable reasoning,"" and ""explainable inference capabilities"" from sensor observations to maintenance decisions. IC3 is not satisfied: while stakeholders (manufacturers, airlines, regulatory bodies) and maintenance recommendations/decisions are mentioned, the abstract does not explicitly define any human roles (e.g., operator/maintainer/decision-maker) nor describe human-in-the-loop/on-the-loop or human-centered interaction mechanisms as part of the system architecture or evaluation. Because IC3 is missing, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:58:26.181498,2.8747735023498535
rayyan-471935284,Life prediction and health assessment of aero-engine gas path using digital twin and deep learning,"This study proposes a system for health monitoring and remaining useful life (RUL) prediction of aviation engine gas path that integrates digital twins and deep learning. Addressing the limitations of existing data-driven methods in feature extraction capabilities and dynamic interaction mechanisms, this study designs an improved Transformer model (TMR). By incorporating learnable position encoding, serial multi-head attention mechanisms, and an optimized multi-layer perceptron (MLP) structure, the model significantly enhances its ability to model time-series data and improve prediction accuracy. Based on this, a multi-level virtual-reality interaction mechanism was constructed to achieve real-time linkage between the physical space, health assessment module, and maintenance decision-making scenarios, enhancing the integration capabilities of state perception, information transmission, and collaborative decision-making. At the same time, a three-dimensional visualization interaction framework for digital twin systems was developed to improve the system’s observability and interpretability. Experiments were conducted using the NASA CMAPSS dataset, and the results showed that TMR outperformed mainstream models such as LSTM, CNN, and traditional Transformers in terms of RMSE and Score metrics, particularly in complex multi-condition scenarios. Ablation experiments further validated the critical contributions of each component to the overall performance. Finally, this study constructed a digital twin platform prototype, achieving a complete closed-loop process from data collection to condition monitoring, performance prediction, and decision support, providing a high-precision, real-time solution for aviation engine health management with promising engineering application prospects. © The Author(s) 2025.",exclude,"IC1 is satisfied: the abstract repeatedly positions the digital twin as central (""integrates digital twins and deep learning,"" ""digital twin platform prototype,"" and a ""closed-loop process"" for monitoring/prediction/decision support), indicating DT is a defining concept of the system. IC2 is not explicitly satisfied: while it mentions a ""three-dimensional visualization interaction framework...to improve...observability and interpretability,"" this is framed as visualization/interaction rather than an explicit explainability/XAI mechanism for the deep learning (e.g., feature attribution, rule extraction, uncertainty explanations, interpretable model design/evaluation) within the DT context; no explicit XAI method or evaluation is described. IC3 is not explicitly satisfied: although a ""virtual-reality interaction mechanism"" and ""collaborative decision-making"" are mentioned, the abstract does not explicitly define human roles (operator/maintainer/analyst/decision-maker) nor explicitly state human-in-the-loop/on-the-loop integration as part of the architecture or evaluation. Because IC2 and IC3 are missing/weakly supported, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:58:30.475007,4.287501096725464
rayyan-471935292,A Framework for Standardizing the Development of Serious Games with Real-Time Self-Adaptation Capabilities Using Digital Twins,"Serious games are an important tool for education and training that offers interactive and powerful experience. However, a significant challenge lays with adapting a game to meet the specific needs of each player in real-time. The present paper introduces a framework to guide the development of serious games using a phased approach. The framework introduces a level of standardization for the game elements, scenarios and data descriptions, mainly to support portability, interpretability and comprehension. This standardization is achieved through semantic annotation and it is utilized by digital twins to support self-adaptation. The proposed approach describes the game environment using ontologies and specific semantic structures, while it collects and semantically tags data during players’ interactions, including performance metrics, decision-making patterns and levels of engagement. This information is then used by a digital twin for automatically adjusting the game experience using a set of rules defined by a group of domain experts. The framework thus follows a hybrid approach, combing expert knowledge with automated adaptation actions being performed to ensure meaningful educational content delivery and flexible, real-time personalization. Real-time adaptation includes modifying the game’s level of difficulty, controlling the learning ability support and maintaining a suitable level of challenge for each player based on progress. The framework is demonstrated and evaluated using two real-word examples, the first targeting at supporting the education of children with syndromes that affect their learning abilities in close collaboration with speech therapists and the second being involved with training engineers in a poultry meat factory. Preliminary, small-scale experimentation indicated that this framework promotes personalized and dynamic user experience, with improved engagement through the adjustment of gaming elements in real-time to match each player’s unique profile, actions and achievements. Using a specially prepared questionnaire the framework was evaluated by domain experts that suggested high levels of usability and game adaptation. Comparison with similar approaches via a set of properties and features indicated the superiority of the proposed framework. © 2025 by the authors.",exclude,"IC1 is satisfied: the abstract explicitly positions “digital twins” as the mechanism used “to support self-adaptation,” where “a digital twin” uses semantically tagged interaction data to automatically adjust the game in real time, making the Digital Twin central to the framework. IC3 is satisfied: human roles are explicitly incorporated via “a set of rules defined by a group of domain experts,” evaluation by “domain experts” via questionnaire, and application “in close collaboration with speech therapists,” which constitutes clear human involvement in the loop (expert-defined adaptation logic and expert-centered evaluation). IC2 is NOT satisfied: while the paper mentions “interpretability and comprehension” enabled by “standardization” and “semantic annotation” (ontologies/semantic structures), the abstract does not explicitly propose, implement, evaluate, or analyze any explainability/XAI/transparency mechanism for the Digital Twin’s decisions (e.g., explanations to users, interpretable DT decision models, transparency interfaces, or formal XAI evaluation). Because IC2 is missing under the strict Phase 3 requirement for explicit XAI within the digital twin context, the article must be excluded.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:58:35.142591,4.664655447006226
rayyan-471935296,Healthcare system optimization using digital twin,"In recent years, the inability to quickly recognize and respond to people in a medical emergency has weakened how well medical treatments work and compromised overall healthcare quality. Hence, it is very important to continuously monitor and promptly identify timely and proactive responses in healthcare systems. This paper presents the design and implementation of health bands that are worn by patients and collect real-time vital health data transmitted to a centralized server. The dual-system approach employs advanced algorithms for automated criticality assessment and informing decisions on patient admissions, discharges, and resource allocation. Methodologically, continuous patient monitoring, real-time data transmission to the cloud, and criticality assessment using a decision-tree algorithm form the core. A graphical user interface (GUI) enhances interpretability by providing healthcare professionals with a clear visual representation of patient criticality. Experimental results show dynamic updates every 10 min, with the GUI's pie chart offering a quick overview of the patient criticality distribution. The main purpose of this project is a transformative approach that utilizes digital twin technology and artificial intelligence to improve patient care and decision-making in healthcare. © 2025 Author(s).",exclude,"IC1 (Digital Twin centrality): Not explicitly satisfied. Although the abstract states the project “utilizes digital twin technology,” the described system is primarily wearables + cloud transmission + a decision-tree criticality assessment + GUI. There is no explicit description of a Digital Twin model/virtual replica, synchronization loop, twin-based simulation/optimization, or DT architecture as the defining concept. DT appears as a label rather than the clearly central system construct.

IC2 (Explainability/XAI within DT context): Not satisfied. The only explicit interpretability element is a GUI with visualizations (e.g., pie chart) to show patient criticality. This is not framed as an explainability/XAI mechanism for the algorithm (decision tree) nor explicitly connected to explaining Digital Twin behavior or DT-based decisions.

IC3 (Human roles / human-in-the-loop): Satisfied. The abstract explicitly mentions healthcare professionals using the GUI to interpret patient criticality and to inform admissions, discharges, and resource allocation decisions.

Final decision: Exclude because IC1 and IC2 are not clearly and explicitly met; Phase 3 requires all criteria to be unambiguous.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:58:40.369124,5.216530799865723
rayyan-471935297,Advanced User Interaction with Urban Digital Twins using Large Language Models,"Large language models (LLMs), such as OpenAI's Generative Pre-trained Transformer (GPT), commonly known as ChatGPT has witnessed a very rapid evolution which has opened the door for new possibilities across various industries and academic fields. These advanced technologies are transforming how we view and interact with data, how we communicate and solve complex problems. In this paper, we present a framework that employs LLMs to interact with an Urban Digital Twin (UDT) of a district. The framework utilizes the semantic richness of CityGML for representing 3D city models and the SensorThings API for managing dynamic sensor data, allowing users to query and visualize geospatial and dynamic information intuitively. Through experiments with different types of queries from stakeholders, varying from city planners, to utility providers, and citizens, we found that LLMs can effectively translate natural language queries into complex geospatial and temporal operations, narrowing the gap between non-expert users and complex urban datasets into a fine margin. The results shed light on the potential of LLMs to support decision-making in smart city applications. © © 2025 Khaoula Kanna.",exclude,"IC1 (Digital Twin central): Satisfied. The abstract explicitly presents a framework to interact with an Urban Digital Twin (UDT) of a district, using CityGML and SensorThings API.

IC2 (Explicit XAI/explainability within Digital Twin context): Not satisfied. The abstract describes LLM-based natural-language querying/translation and visualization, but contains no explicit mention of explainability, interpretability, transparency, uncertainty, provenance, rationale generation, or any XAI mechanism applied to the digital twin or the LLM outputs.

IC3 (Explicit human roles / human-centered interaction): Satisfied. The abstract explicitly targets stakeholder interaction (city planners, utility providers, citizens) via intuitive querying/visualization and reports experiments with stakeholder queries.

Final decision: Exclude because IC2 is missing; Phase 3 requires all criteria to be explicitly met in the abstract/metadata.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:58:44.005900,3.6340253353118896
rayyan-471935298,Implementing an AI-Based Digital Twin Analysis System for Real-Time Decision Support in a Custom-Made Sportswear SME,"Small and medium-sized enterprises (SMEs) in the manufacturing sector often struggle to make effective use of production data due to fragmented systems and limited digital infrastructure. This paper presents a case study of implementing an AI-enhanced digital twin in a custom sportswear manufacturing SME developed under the AI and Robotics Estonia (AIRE) initiative. The solution integrates real-time production data collection using the Digital Manufacturing Support Application (DIMUSA); data processing and control; clustering-based data analysis; and virtual simulation for evaluating improvement scenarios. The framework was applied in a live production environment to analyze workstation-level performance, identify recurring bottlenecks, and provide interpretable visual insights for decision-makers. K-means clustering and DBSCAN were used to group operational states and detect process anomalies, while simulation was employed to model production flow and assess potential interventions. The results demonstrate how even a lightweight AI-driven system can support human-centered decision-making, improve process transparency, and serve as a scalable foundation for Industry 5.0-aligned digital transformation in SMEs. © 2025 by the authors.",exclude,"IC1 (Digital Twin central): Satisfied. The abstract presents an ""AI-enhanced digital twin"" as the core implemented system integrating real-time data collection, AI analysis, and simulation in a live SME production environment.

IC2 (Explicit XAI/interpretability within DT context): Not satisfied. The abstract mentions ""interpretable visual insights"" and ""process transparency,"" but it does not explicitly propose, implement, evaluate, or analyze any explainability/XAI mechanism (e.g., model explanation methods, transparency techniques, interpretable-by-design models beyond naming clustering, explanation interfaces, or formal interpretability evaluation). Merely using clustering (K-means/DBSCAN) and claiming interpretability is not an explicit XAI contribution in the digital twin context.

IC3 (Explicit human roles / human-in-the-loop): Satisfied. The abstract explicitly targets ""decision-makers"" and states the system supports ""human-centered decision-making,"" indicating a defined human role in the decision-support loop.

Because IC2 is missing/insufficiently explicit, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:58:48.558394,4.546399116516113
rayyan-471935299,Agentic AI for Cultural Heritage: Embedding Risk Memory in Semantic Digital Twins,"Cultural heritage preservation increasingly relies on data-driven technologies, yet most existing systems lack the cognitive and temporal depth required to support meaningful, transparent, and policy-informed decision-making. This paper proposes a conceptual framework for memory-enabled, semantically grounded AI agents in the cultural domain, showing how the integration of the ICCROM/CCI ABC method for risk assessment into the Panoptes ontology enables the structured encoding of risk cognition over time. This structured risk memory becomes the foundation for agentic reasoning, supporting prioritization, justification, and long-term preservation planning. It is argued that this approach constitutes a principled step toward the development of Cultural Agentic AI: autonomous systems that remember, reason, and act in alignment with cultural values. Proof-of-concept simulations illustrate how memory-enabled agents can trace evolving risk patterns, trigger policy responses, and evaluate mitigation outcomes through structured, explainable reasoning. © 2025 by the author.",exclude,"IC1 not explicitly satisfied: although the title mentions “Semantic Digital Twins,” the abstract frames the contribution as a conceptual framework for “memory-enabled, semantically grounded AI agents” and ontology/risk-memory integration; it does not clearly and explicitly state that a Digital Twin is the central, defining system concept/architecture (DT is not described as the core construct in the abstract). IC2 is satisfied: the abstract explicitly claims “structured, explainable reasoning,” “transparent… decision-making,” and “justification,” tied to the proposed framework and simulations. IC3 not satisfied: the abstract does not explicitly define any human roles (operator/decision-maker/analyst) nor does it describe any human-in-the-loop/on-the-loop interaction mechanism as part of the system architecture or evaluation (mentions of “policy-informed decision-making” and “trigger policy responses” are not explicit human-centered interaction). Because IC1 and IC3 are missing/ambiguous, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:58:52.583539,4.016993284225464
rayyan-471935304,Metaverse and Digital Twins in the Age of AI and Extended Reality,"This paper explores the evolving relationship between Digital Twins (DT) and the Metaverse, two foundational yet often conflated digital paradigms in digital architecture. While DTs function as mirrored models of real-world systems—integrating IoT, BIM, and real-time analytics to support decision-making—Metaverses are typically fictional, immersive, multi-user environments shaped by social, cultural, and speculative narratives. Through several research projects, the team investigate the divergence between DTs and Metaverses through the lens of their purpose, data structure, immersion, and interactivity, while highlighting areas of convergence driven by emerging technologies in Artificial Intelligence (AI) and Extended Reality (XR).This study aims to investigate the convergence of DTs and the Metaverse in digital architecture, examining how emerging technologies—such as AI, XR, and Large Language Models (LLMs)—are blurring their traditional boundaries. By analyzing their divergent purposes, data structures, and interactivity modes, as well as hybrid applications (e.g., data-integrated virtual environments and AI-driven collaboration), this study seeks to define the opportunities and challenges of this integration for architectural design, decision-making, and immersive user experiences. Our research spans multiple projects utilizing XR and AI to develop DT and the Metaverse. The team assess the capabilities of AI in DT environments, such as reality capture and smart building management. Concurrently, the team evaluates metaverse platforms for online collaboration and architectural education, focusing on features facilitating multi-user engagement. The paper presents evaluations of various virtual environment development pipelines, comparing traditional BIM+IoT workflows with novel approaches such as Gaussian Splatting and generative AI for content creation. The team further explores the integration of Large Language Models (LLMs) in both domains, such as virtual agents or LLM-powered Non-Player-Controlled Characters (NPC), enabling autonomous interaction and enhancing user engagement within spatial environments. Finally, the paper argues that DTs and Metaverse’s once-distinct boundaries are becoming increasingly porous. Hybrid digital spaces—such as virtual buildings with data-integrated twins and immersive, social metaverses—demonstrate this convergence. As digital environments mature, architects are uniquely positioned to shape these dual-purpose ecosystems, leveraging AI, XR, and spatial computing to fuse data-driven models with immersive and user-centered experiences. © 2025 by the authors.",exclude,"IC1 is satisfied: Digital Twins are a central topic, explicitly defined (mirrored models integrating IoT/BIM/real-time analytics) and repeatedly discussed alongside metaverse convergence in multiple projects. IC2 is not satisfied: the abstract discusses AI/LLMs, analytics, and workflow/pipeline comparisons, but contains no explicit explainability/interpretability/transparency/XAI mechanism or analysis within a Digital Twin context. IC3 is not satisfied: although it mentions “decision-making,” “multi-user engagement,” “collaboration,” and “user-centered experiences,” it does not explicitly define human roles (e.g., operator/analyst/decision-maker) nor explicitly describe a human-in-the-loop/on-the-loop interaction mechanism as part of the system architecture or evaluation. Because IC2 and IC3 are missing/implicit, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:58:56.298283,3.711846351623535
rayyan-471935307,Deep Learning Approaches to Natural Language Processing for Digital Twins of Patients in Psychiatry and Neurological Rehabilitation,"Deep learning (DL) approaches to natural language processing (NLP) offer powerful tools for creating digital twins (DTs) of patients in psychiatry and neurological rehabilitation by processing unstructured textual data such as clinical notes, therapy transcripts, and patient-reported outcomes. Techniques such as transformer models (e.g., BERT, GPT) enable the analysis of nuanced language patterns to assess mental health, cognitive impairment, and emotional states. These models can capture subtle linguistic features that correlate with symptoms of degenerative disorders (e.g., aMCI) and mental disorders such as depression or anxiety, providing valuable insights for personalized treatment. In neurological rehabilitation, NLP models help track progress by analyzing a patient’s language during therapy, such as recovery from aphasia or cognitive decline caused by neurological deficits. DL methods integrate multimodal data by combining NLP with speech, gesture, and sensor data to create holistic DTs that simulate patient behavior and health trajectories. Recurrent neural networks (RNNs) and attention mechanisms are commonly used to analyze time-series conversational data, enabling long-term tracking of a patient’s mental health. These approaches support predictive analytics and early diagnosis by predicting potential relapses or adverse events by identifying patterns in patient communication over time. However, it is important to note that ethical considerations such as ensuring data privacy, avoiding bias, and ensuring explainability are crucial when implementing NLP models in clinical settings to ensure patient trust and safety. NLP-based DTs can facilitate collaborative care by summarizing patient insights and providing actionable recommendations to medical staff in real time. By leveraging DL, these DTs offer scalable, data-driven solutions to promote personalized care and improve outcomes in psychiatry and neurological rehabilitation. © 2025 by the authors.",exclude,"IC1 (Digital Twin central): Satisfied. The abstract repeatedly positions “creating digital twins (DTs) of patients” as a primary aim and describes DTs integrating NLP with multimodal data to simulate patient behavior/trajectories.

IC2 (Explicit XAI/explainability within DT context): Not satisfied. The only mention is a generic ethical note that “ensuring explainability” is crucial; the abstract does not propose, describe, implement, evaluate, or analyze any concrete explainability/XAI mechanism (methods, interfaces, metrics, or studies) specifically within the DT system.

IC3 (Explicit human roles / human-in-the-loop): Not satisfied. While it states DTs provide “actionable recommendations to medical staff,” it does not explicitly define human roles in the loop, decision authority, workflows, or any human-in-the-loop/on-the-loop/human-centered interaction as part of the architecture or evaluation.

Because IC2 and IC3 are missing/only implied, the article does not meet all Phase 3 inclusion criteria and must be excluded.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:59:00.406160,4.104341268539429
rayyan-471935308,Redefining Research Crowdsourcing Incorporating Human Feedback with LLM-Powered Digital Twins,"Crowd work platforms like Amazon Mechanical Turk and Prolific are vital for research, yet workers’ growing use of generative AI tools poses challenges. Researchers face compromised data validity as AI responses replace authentic human behavior, while workers risk diminished roles as AI automates tasks. To address this, we propose a hybrid framework using digital twins, personalized AI models that emulate workers’ behaviors and preferences while keeping humans in the loop. We evaluate our system with an experiment (n=88 crowd workers) and in-depth interviews with crowd workers (n=5) and social science researchers (n=4). Our results suggest that digital twins may enhance productivity and reduce decision fatigue while maintaining response quality. Both researchers and workers emphasized the importance of transparency, ethical data use, and worker agency. By automating repetitive tasks and preserving human engagement for nuanced ones, digital twins may help balance scalability with authenticity. © 2025 Copyright held by the owner/author(s).",exclude,"IC1 satisfied: The abstract clearly makes digital twins the core contribution (“we propose a hybrid framework using digital twins, personalized AI models that emulate workers’ behaviors…”), and the system is evaluated.
IC3 satisfied: Human involvement is explicit (“keeping humans in the loop”) and the evaluation includes crowd workers and researchers, indicating defined human roles in the loop.
IC2 not satisfied: Although “transparency” and related ethics/agency are mentioned as stakeholder concerns, the abstract does not explicitly propose, implement, evaluate, or analyze any explainability/interpretability/transparency/XAI mechanism within the digital twin system (no described method, technique, or evaluation of explainability). Under Phase 3 rules, missing IC2 requires exclusion.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:59:04.696482,4.284759998321533
rayyan-471935312,Leveraging Immersive Digital Twins and AI-Driven Decision Support Systems for Sustainable Water Reserves Management: A Conceptual Framework,"Effective and sustainable water reserve management faces increasing challenges due to climate-induced variability, data fragmentation, and the limitations of traditional, static modeling systems. This study introduces a conceptual framework designed to address these challenges by integrating digital twins, IoT-driven real-time monitoring, game engine simulations, and AI-driven decision support systems (AI-DSS). The methodology involves constructing a digital twin ecosystem using IoT sensors, GIS layers, remote-sensing imagery, and game engines. This ecosystem simulates water dynamics and assesses policy interventions in real time. AI components, including machine-learning models and retrieval-augmented generation (RAG) chatbots, are embedded to synthesize real-time data into actionable insights. The framework enables the continuous assessment of hydrological dynamics, predictive risk analysis, and immersive, scenario-based decision-making to support long-term water sustainability. Simulated scenarios demonstrate accurate flood forecasting under variable rainfall intensities, early drought detection based on soil moisture and flow data, and real-time water-quality alerts. Digital elevation models from UAV photogrammetry enhance terrain realism, and AI models support dynamic predictions. Results show how the framework supports proactive mitigation planning, climate adaptation, and stakeholder communication in pursuit of resilient and sustainable water governance. By enabling early intervention, efficient resource allocation, and participatory decision-making, the proposed system fosters long-term, sustainable water security and environmental resilience. This conceptual framework suggests a pathway toward more transparent, data-informed, and resilient decision-making processes in water reserves management, particularly in regions facing climatic uncertainty and infrastructure limitations, aligning with global sustainability goals and adaptive water governance strategies. © 2025 by the authors.",exclude,"IC1 is satisfied: the abstract clearly centers the contribution on constructing an integrated “digital twin ecosystem” (IoT sensors, GIS, remote sensing, game-engine simulations) for real-time simulation and policy assessment in water reserve management. IC3 is satisfied: it explicitly targets “stakeholder communication” and “participatory decision-making,” indicating defined human stakeholders/decision-makers interacting with the system for scenario-based decisions. IC2 is NOT satisfied: although the abstract claims the framework leads to “more transparent, data-informed” decision-making and includes AI components (ML models, RAG chatbots), it does not explicitly propose, implement, evaluate, or analyze any explainability/interpretability/XAI mechanism within the digital twin (e.g., explanation methods, interpretable modeling, provenance/audit trails, uncertainty/explanation interfaces). ‘Transparent’ is presented as a desired outcome rather than an explicit XAI approach. Because all criteria must be explicitly met and IC2 is missing, the article is excluded.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:59:09.117176,4.41625452041626
rayyan-471935316,Generative AI in AI-Based Digital Twins for Fault Diagnosis for Predictive Maintenance in Industry 4.0/5.0,"Featured Application: Potential applications of the work include more reliable dedicated AI-based predictive maintenance systems based on digital twins and generative AI. Generative AI (GenAI) is revolutionizing digital twins (DTs) for fault diagnosis and predictive maintenance in Industry 4.0 and 5.0 by enabling real-time simulation, data augmentation, and improved anomaly detection. DTs, virtual replicas of physical systems, already use generative models to simulate various failure scenarios and rare events, improving system resilience and failure prediction accuracy. They create synthetic datasets that improve training quality while addressing data scarcity and data imbalance. The aim of this paper was to present the current state of the art and perspectives for using AI-based generative DTs for fault diagnosis for predictive maintenance in Industry 4.0/5.0. With GenAI, DTs enable proactive maintenance and minimize downtime, and their latest implementations combine multimodal sensor data to generate more realistic and actionable insights into system performance. This provides realistic operational profiles, identifying potential failure scenarios that traditional methods may miss. New perspectives in this area include the incorporation of Explainable AI (XAI) to increase transparency in decision-making and improve reliability in key industries such as manufacturing, energy, and healthcare. As Industry 5.0 emphasizes a human-centric approach, AI-based generative DT can seamlessly integrate with human operators to support collaboration and decision-making. The implementation of edge computing increases the scalability and real-time capabilities of DTs in smart factories and industrial Internet of Things (IoT) systems. Future advances may include federated learning to ensure data privacy while enabling data exchange between enterprises for fault diagnostics, and the evolution of GenAI alongside industrial systems, ensuring their long-term validity. However, challenges remain in managing computational complexity, ensuring data security, and addressing ethical issues during implementation. © 2025 by the authors.",exclude,"IC1 is satisfied: the abstract is explicitly centered on AI-based generative digital twins for fault diagnosis and predictive maintenance (DTs are the defining concept). IC2 is not satisfied: explainability is only mentioned as a future/perspective item (“New perspectives… include the incorporation of Explainable AI (XAI)”), with no explicit proposal, implementation, evaluation, or formal analysis of an XAI mechanism within the DT context in this paper. IC3 is not satisfied: while it states DTs can “integrate with human operators to support collaboration and decision-making,” it does not explicitly define human roles in the system architecture, nor describe a concrete human-in-the-loop/on-the-loop interaction mechanism or evaluation. Because IC2 and IC3 are missing/too vague in the abstract, the article must be excluded under Phase 3 rules.",gpt-5-2-petrobras,PromptBuilderPhase3,2026-04-07T11:59:14.459147,5.3379504680633545
