bibtex_id,title,decision,justification,model_name,prompt_version,execution_date,processing_time_seconds
rayyan-471935299,Agentic AI for Cultural Heritage: Embedding Risk Memory in Semantic Digital Twins,exclude,"IC1: Satisfied. The title and framing explicitly center on 'Semantic Digital Twins' (embedding risk memory in semantic digital twins), indicating Digital Twins are a central and defining concept of the proposed system. IC2: Satisfied. The abstract explicitly references explainability and transparency (e.g., 'structured, explainable reasoning' and 'transparent ... decision-making') within the context of the proposed memory-enabled agents tied to the semantic digital twins. IC3: Not satisfied. The abstract does not explicitly define any human roles (e.g., conservators, operators, decision-makers) nor describe human-in-the-loop/on-the-loop or human-centered interaction mechanisms in the system or evaluation. It emphasizes autonomous systems and policy responses without specifying human interaction. Per the Phase 3 rule that all criteria must be explicitly supported, the absence of explicit human roles/interaction requires exclusion.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:46:50.488456,17.211946964263916
rayyan-471935308,Redefining Research Crowdsourcing Incorporating Human Feedback with LLM-Powered Digital Twins,exclude,"IC1 (Digital Twin central): Satisfied. The abstract proposes a hybrid framework using digital twins—personalized AI models emulating workers’ behaviors—indicating the digital twin is a central and defining concept. IC3 (Explicit human roles/HITL): Satisfied. The system explicitly keeps humans in the loop, preserves human engagement for nuanced tasks, and involves defined roles (crowd workers and researchers) in experiments and interviews. IC2 (Explainability/Transparency/XAI within the digital twin): Not satisfied. While the abstract reports that stakeholders emphasized transparency, ethical data use, and worker agency, it does not explicitly propose, implement, evaluate, or formally analyze any explainability/transparency/XAI mechanisms within the digital twin. Given the requirement for all criteria to be explicitly met, and per exclusion guidance (vague/absent XAI aspects), the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:47:00.260167,9.767361640930176
rayyan-471935312,Leveraging Immersive Digital Twins and AI-Driven Decision Support Systems for Sustainable Water Reserves Management: A Conceptual Framework,exclude,"IC1 (Digital Twin central): Satisfied. The abstract repeatedly positions a 'digital twin ecosystem' as the core construct, integrating IoT sensors, GIS, remote sensing, and game engines to simulate hydrological dynamics and assess policy interventions.
IC2 (Explicit XAI/Explainability within DT context): Not satisfied. While AI-DSS and RAG chatbots are embedded, the abstract does not explicitly propose, implement, evaluate, or formally analyze explainability/interpretability/transparency mechanisms (e.g., explanation interfaces, provenance/traceability features, model interpretability techniques, uncertainty communication) within the digital twin. The statement that the framework 'suggests a pathway toward more transparent decision-making' is aspirational and vague, not a clear mechanism.
IC3 (Explicit human roles or human-in-the-loop interaction): Satisfied. The abstract explicitly references immersive, scenario-based decision-making, stakeholder communication, and participatory decision-making, indicating human-centered interaction is part of the system use and intent.
Final decision: Exclude because IC2 is missing; per Phase 3 rules, all criteria must be explicitly met and when any criterion is ambiguous or absent, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:47:15.149855,14.886026620864868
rayyan-471935313,Uncertainty quantification in real-time parameter updating for digital twins using Bayesian inverse mapping models,exclude,"IC1: Satisfied. The digital twin is central—the work focuses on real-time parameter updating for digital twins and validates on a real system (mechanical ventilation). IC2: Satisfied. The article explicitly proposes and evaluates a Bayesian neural network that outputs probability distributions for parameters, providing uncertainty quantification to inform trust in updates—an explicit transparency mechanism within the DT context. IC3: Not satisfied. The abstract does not explicitly define human roles (e.g., clinician, operator) nor does it describe human-in-the-loop/on-the-loop mechanisms or human-centered interaction within the system architecture or evaluation. It only refers generically to a 'user' and 'decision-making process' without concrete role specification or interaction design. Because IC3 is not explicitly supported, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:47:27.599036,12.44622278213501
rayyan-471935323,A cognitive digital twin for process chain anomaly detection and bottleneck analysis,exclude,"IC1: Satisfied. The abstract explicitly centers the work on a 'cognitive digital twin (CDT)' and details its capabilities (anomaly detection, bottleneck analysis, prediction), indicating the digital twin is the core of the system. IC2: Satisfied. The abstract explicitly introduces a 'novel explainable artificial intelligence (XAI) model' within the CDT, stating it enhances transparency and trustworthiness and supports decision making, which clearly addresses explainability within the digital twin context. IC3: Not satisfied. The abstract does not explicitly define human roles (e.g., operator, decision-maker, analyst) nor does it describe human-in-the-loop/on-the-loop mechanisms or human-centered interaction as part of the system architecture or evaluation. The phrase 'supports operational and strategic decision making' is insufficient without explicit mention of human roles or interaction mechanisms. Because IC3 is missing, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:47:32.691532,5.083496809005737
rayyan-471935329,Neurosymbolic Digital Twin for Cardiovascular Disease Prediction and Personalized Modeling,exclude,"IC1 (Digital Twin central): Satisfied. The system is explicitly presented as a neurosymbolic digital twin (“NeuroTwin”) integrating four modules within a unified clinical decision framework, making the digital twin a central, defining concept. IC2 (Explainability within DT context): Satisfied. The abstract details a symbolic causal discovery network that constructs a sparse DAG, converts stable edges into executable rules, and reports a quantified causal explainability score (0.942), demonstrating explicit XAI mechanisms embedded in the digital twin. IC3 (Explicit human roles/interaction): Not satisfied. While the abstract mentions a clinical decision framework and treatment recommendations, it does not explicitly define any human roles (e.g., clinician, operator) or describe human-in-the-loop/on-the-loop mechanisms or human-centered interaction. Per Phase 3 rules, any missing or ambiguous criterion requires exclusion. Therefore, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:47:45.273243,12.578912019729614
rayyan-471935331,DTSafe-O: A Semantic Digital Twin Ontology for Construction Safety,exclude,"IC1 satisfied: The abstract clearly centers on a semantic digital twin ('presents DTSafe-O, a semantic digital twin for safety management') and discusses merging digital twins with semantic technologies, making the digital twin a central, defining concept. IC2 satisfied: The work explicitly addresses explainability/transparency within the digital twin context ('a computable formalization of safety-critical requirements enabling explainable and verifiable inferences' and improvements in 'auditability of safety decisions'), alongside a validation pipeline with reasoning and compliance checking. IC3 not satisfied: The abstract does not explicitly define any human roles (e.g., operator, decision-maker, analyst) nor describe human-in-the-loop/on-the-loop or human-centered interaction mechanisms as part of the system architecture or evaluation. Mentions of 'decision processes' and 'safety decisions' are not tied to explicit human involvement. Per Phase 3 rules, since IC3 is missing, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:47:51.937741,6.662129640579224
rayyan-471935335,Extracting Knowledge from Data in Lightweight Digital Twin Construction,exclude,"IC1: Satisfied. The title explicitly frames the work around 'Lightweight Digital Twin Construction,' and the abstract references 'Human digital twin systems,' indicating Digital Twin is central and defining. IC2: Satisfied. The abstract explicitly proposes an explainability mechanism ('A rule extraction phase is then introduced to make the classifier's decision process interpretable') within the pipeline for Digital Twin construction. IC3: Not satisfied. The abstract does not explicitly define human roles (e.g., clinician as operator/decision-maker) nor describe human-in-the-loop/on-the-loop or human-centered interaction as part of the system architecture or evaluation. Mentions of 'support clinical decisions' and 'clinical practice' are generic and do not provide concrete, explicit evidence of human role or interaction mechanisms. Because IC3 is missing, the article must be excluded per Phase 3 rules.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:48:00.540874,8.600489139556885
rayyan-471935341,End-to-End Federated Intelligence for Secure and Standardized Digital Twin Orchestration in 6G Smart Cities,exclude,"IC1 (Digital Twin centrality): Satisfied. The work explicitly centers on Digital Twin orchestration and management in 6G smart cities, detailing a three-tier architecture spanning IoT/edge, domain-specific twins, and a city-level orchestrator. IC2 (Explainability/XAI within DT context): Satisfied. The abstract explicitly states the framework incorporates ""explainable AI audits"" and AI governance as part of the DT security framework, indicating clear XAI mechanisms integrated into DT orchestration. IC3 (Explicit human roles or human-in/on-the-loop): Not satisfied. The abstract does not define any human roles (e.g., operator, analyst, decision-maker) nor does it describe human-in-the-loop/on-the-loop or human-centered interaction mechanisms. Mentions of audits and governance are not tied to explicit human involvement. Because IC3 is not explicitly supported, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:48:11.180313,10.6340913772583
rayyan-471935353,An explainable digital twin framework for skin cancer analysis using early activation meta-learner,exclude,"IC1: Satisfied. The title and abstract present a 'digital twin framework' as central, stating it simulates and analyzes the diagnostic process with real-time feedback and monitoring, indicating DT is a defining component. IC2: Satisfied. The abstract explicitly states that 'explainable artificial intelligence (XAI) methods were incorporated to visualize and interpret model predictions,' linking XAI directly to the DT-based CAD system. IC3: Not satisfied. The abstract does not explicitly define any human roles (e.g., clinician, operator) or describe human-in-the-loop/on-the-loop or human-centered interaction within the system architecture or evaluation. References to clinical deployment and transparency are generic and do not constitute explicit human interaction mechanisms. Because IC3 is missing, and all criteria must be met, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:48:18.555139,7.371768951416016
rayyan-471935358,A Unifying Approach for Digital Twins in Healthcare: Perspectives and Experiences,exclude,"IC1 satisfied: Digital Twins are central—Human Digital Twins are the core focus and a unified framework for their construction is proposed with case studies. IC2 satisfied: The abstract explicitly situates explainability within the DT framework, stating HDTs should be based on explainable and interpretable models and that the framework leverages the explainability of model-based techniques. IC3 not satisfied: The abstract does not explicitly define human roles (e.g., clinician, operator) nor describe human-in-the-loop/on-the-loop or human-centered interaction mechanisms in the system architecture or evaluation; ‘decision support’ is mentioned without concrete human role or interaction details. Because IC3 is not explicitly met, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:48:33.072983,14.515098810195923
rayyan-471935361,A Meta-model for Integrating Explainable Forecasting with Digital Twins,exclude,"IC1 is satisfied: Digital Twins are central, as the work proposes a meta-model for integrating explainable forecasting with Digital Twins and evaluates it in a smart building DT. IC2 is satisfied: The article explicitly integrates and evaluates explainability within the DT context, using multiple explainability methods and discussing trade-offs with forecast accuracy. IC3 is not satisfied: The abstract only notes that DTs typically involve a human-in-the-loop but does not explicitly define human roles (e.g., operator, analyst) or incorporate concrete human-in-the-loop/on-the-loop mechanisms in the system architecture or evaluation. Per Phase 3 rules, any missing or ambiguous criterion necessitates exclusion.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:48:45.504933,12.428912878036499
rayyan-471935362,Enhancing Cybersecurity in Digital Twin Systems: Mitigating Challenges and Defending Against Threats,exclude,"IC1 satisfied: Digital Twin cybersecurity is the central focus (title and abstract revolve around DT systems, and a DT-specific cybersecurity framework is proposed). IC2 satisfied: The work explicitly adopts XAI within the DT context, stating that XAI improves decision-process transparency and trust as part of the proposed framework. IC3 not satisfied: The abstract does not explicitly define human roles (e.g., operator, analyst) nor does it describe human-in-the-loop/on-the-loop mechanisms or human-centered interaction within the system architecture or evaluation. Mentions of people interacting with DTs and trust are generic and not concrete evidence of human role definition or HITL integration. Per Phase 3 rules, since IC3 is missing, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:48:58.596436,13.088466167449951
rayyan-471935366,How Digital Twins Can Help to Accelerate the Transition to a Carbon-Neutral System,exclude,"IC1: Satisfied. The abstract explicitly centers on using detailed physical simulation models referred to as digital twins to support renewable energy investment decisions, indicating DTs are central to the work. IC2: Not satisfied. While transparency and explainability are mentioned as contributors to trust, the abstract does not explicitly propose, implement, evaluate, or formally analyze any explainability/interpretability mechanisms within the digital twin context; it frames the contribution as an argument and a review of psychological insights rather than a concrete XAI mechanism. IC3: Not satisfied. Although decision makers and energy consultants are mentioned, the abstract does not explicitly define human roles within a DT system architecture nor does it describe human-in-the-loop/on-the-loop interaction or a human-centered evaluation. Additional exclusion signal: The paper presents a review/argumentative perspective (“we review… we argue”), suggesting a conceptual/secondary study rather than a primary system proposal or evaluation. Because IC2 and IC3 are not explicitly met, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:49:12.421211,13.821738958358765
rayyan-471935382,Empowering digital twins with large language models for global temporal feature learning,exclude,"IC1: Satisfied. The title and abstract clearly position a DT multi‑agent architecture driven by LLMs as the core of the work, making Digital Twin central and defining. IC2: Not explicitly satisfied. Although the abstract notes interpretability deficiencies and claims the architecture 'maintains traceability,' it does not provide a clear, unambiguous proposal, implementation, evaluation, or formal analysis of an explainability/transparency mechanism within the DT context (no defined XAI method, process, or metrics described). IC3: Not satisfied. The abstract references barriers to user intervention but does not explicitly define human roles (e.g., operator, analyst) or incorporate human‑in‑the‑loop/on‑the‑loop mechanisms as part of the system architecture or evaluation. Per the critical rule, because IC2 and IC3 are missing/ambiguous, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:49:19.600080,7.1751627922058105
rayyan-471935386,HUMAN-IN-THE-LOOP DIGITAL TWIN FRAMEWORK FOR ERGONOMIC ASSESSMENT OF EXOSKELETONS IN CONSTRUCTION,exclude,"IC1 is satisfied: the work explicitly presents a human-in-the-loop digital twin framework and a digital twin system architecture for ergonomic risk assessment, making Digital Twin a central and defining concept. IC3 is satisfied: the article explicitly incorporates human-in-the-loop interaction and references a dashboard to aid stakeholder decision-making, indicating explicit human roles/interactions. IC2 is not satisfied: the abstract does not explicitly propose, implement, evaluate, or formally analyze any explainability, interpretability, transparency, or XAI mechanisms within the digital twin context. A dashboard that visualizes classification outcomes and the use of a 1D-CNN do not constitute explicit XAI or transparency mechanisms. As explicit evidence for IC2 is absent, the article must be excluded per Phase 3 criteria.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:49:29.363610,9.759656429290771
rayyan-471935387,What does a Heart Beat for? A Heterogeneous Approach for Human Digital Twin Construction,exclude,"IC1: Satisfied. The title explicitly centers on Human Digital Twin construction, indicating DT is a defining concept of the work. IC2: Satisfied. The abstract clearly emphasizes transparency, explainability, and interpretability, proposing a specific approach that combines ODEs, machine learning, and Fluid Stochastic Petri Nets to enable interpretable understanding of treatment effects. IC3: Not satisfied. While the abstract mentions that 'a user could understand the effects of drugs and other treatments,' it does not explicitly define the human role (e.g., clinician, operator, decision-maker) nor describe any human-in-the-loop/on-the-loop interaction mechanisms as part of the system architecture or evaluation. Given the requirement for explicit human-role or interaction details, IC3 is missing. Because not all criteria are explicitly met, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:49:34.562145,5.194675922393799
rayyan-471935406,Reality anchor methodology: how to design a digital twin to support situation awareness,exclude,"IC1 (Digital Twin central): Satisfied. The work explicitly focuses on designing and using a Digital Twin as a Decision Support System and introduces a methodology to implement elements in the DT. IC3 (explicit human roles/interaction): Satisfied. The abstract details operators’ tasks, human‑in‑the‑loop tests, and validation through user SA and experience feedback. IC2 (explicit XAI/explainability/interpretability/transparency within DT): Not satisfied. While the methodology targets situation awareness and user understanding via 'reality anchors,' the abstract does not explicitly propose, implement, evaluate, or analyze explainability, interpretability, transparency, or XAI mechanisms within the DT context, nor does it use those terms. Given the requirement for explicit evidence, IC2 is missing. Therefore, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:49:44.478622,9.913888216018677
rayyan-471935432,"Large Language Models for&nbsp;Explainable Decisions in&nbsp;Dynamic Digital Twins - Dynamic Data Driven Applications Systems: 5th International Conference, DDDAS/Infosymbiotics for Reliable AI 2024, New Brunswick, NJ, USA, November 6–8, 2024, Proceedings",exclude,"IC1: Satisfied. Digital Twins (specifically Dynamic Data-Driven Digital Twins) are the central focus of the work. IC2: Satisfied. The abstract explicitly proposes an explainability platform using LLMs to generate natural language explanations within the DDT context. IC3: Not satisfied. The abstract does not explicitly define any human roles (e.g., operator, analyst, decision-maker) nor does it describe human-in-the-loop/on-the-loop or human-centered interaction as part of the system architecture or evaluation. Given the requirement that all criteria be explicitly met, the absence of explicit human-role/interaction details necessitates exclusion.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:49:53.013422,8.530654430389404
rayyan-471935441,An X Language-Driven Framework for Systematic Development of Digital Twin Healthcare Systems,exclude,"IC1: Satisfied. Digital Twin is central— the paper focuses on a Cloud DTH Platform, an MBSE-driven DTH modeling methodology, and a toolchain for Digital Twin Healthcare. IC2: Satisfied. The work explicitly targets interpretability, trustworthiness, and transparency within the DTH context and proposes a framework that integrates mechanistic models with AI to enhance transparency, validated via a case study. IC3: Not satisfied. The abstract does not explicitly define human roles (e.g., clinician, operator, decision-maker) nor describe human-in-the-loop/on-the-loop or human-centered interactions as part of the system architecture or evaluation. The only human reference is to engineers as developers, which pertains to model development rather than operational human roles or HITL mechanisms. Because IC3 is not explicitly met, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:50:06.700342,13.683876514434814
rayyan-471935452,"How Digital Twins Can Help to&nbsp;Accelerate the&nbsp;Transition to&nbsp;a&nbsp;Carbon-Neutral System - Computer Aided Systems Theory – EUROCAST 2024: 19th International Conference, Las Palmas de Gran Canaria, Spain, February 25 – March 1, 2024, Revised Selected Papers, Part III",exclude,"IC1: Met. The title and abstract explicitly position digital twins (detailed physical simulation models) as the central means to support energy investment decisions, indicating they are a defining concept. IC2: Not met. While the abstract argues that transparency and explainability contribute to trust, it does not propose, implement, evaluate, or formally analyze any concrete explainability/interpretability mechanisms within the digital twin system; the discussion remains conceptual. IC3: Not met. Although 'decision makers' and 'energy consultants' are mentioned, the abstract does not explicitly define human roles within a system architecture nor describe human-in-the-loop/on-the-loop interaction mechanisms or a human-centered evaluation. Because IC2 and IC3 are not explicitly satisfied, the article must be excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:50:20.457031,13.751667261123657
rayyan-471935471,Device Digital Twin Construction Based on Random Matrix Theory and Deep Auto-Encoder Networks,exclude,"IC1 satisfied: The abstract explicitly centers on device-level digital twins for power systems and proposes a framework for their construction, indicating Digital Twin is a central and defining concept. IC2 satisfied: The framework explicitly includes interpretability mechanisms—Deep Auto-Encoder networks provide 'interpretable visualizations' and '3D visualizations' within the digital twin context, with case studies demonstrating these features. IC3 not satisfied: The abstract does not explicitly define any human roles (e.g., operator, analyst) or describe human-in-the-loop/on-the-loop interactions; the phrase 'support decision-making' is generic and does not constitute explicit human role specification. Because IC3 is missing and all criteria must be met, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:50:29.965356,9.505201816558838
rayyan-471935480,Digital Twin – Integrated Geomonitoring,exclude,"IC1: Satisfied — The digital twin is central, as indicated by the title and project focus (""Digital Twin – Integrated Geomonitoring"") and the integration of multi-source geospatial data under this project.
IC3: Satisfied — The abstract explicitly incorporates human-in-the-loop elements: in-situ measurements using mobile GIS and a mobile GIS application on smartphones/tablets for data collection and checking results, indicating human operators engaged in data acquisition and validation.
IC2: Not satisfied — While the abstract states aims to present results ""in a transparent way"" and provide ""more transparency,"" it does not explicitly propose, implement, evaluate, or formally analyze any explainability, interpretability, or XAI mechanisms within the digital twin (no specific methods, tools, or processes for explainability are described). Per Phase 3 rules, absence of explicit XAI warrants exclusion.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:50:49.356759,19.387397289276123
rayyan-471935489,A digital twin model for evidence-based clinical decision support in multiple myeloma treatment,exclude,"IC1: Satisfied. The digital twin is central and defining— the work proposes a similarity-based multiple myeloma digital twin (MMDT), provides an architectural blueprint, a four-layer implementation, and an evaluation scenario, all within the DT framework. IC2: Satisfied. The abstract explicitly states the MMDT ""emphasizes explainability and interpretability"" and describes ""mechanisms to enable transparency in the data processing logic,"" situating XAI within the DT context. IC3: Not satisfied. The abstract does not explicitly define human roles (e.g., clinician as operator/decision-maker) nor does it describe human-in-the-loop/on-the-loop mechanisms or user interaction within the system architecture or evaluation. The mention of a ""collaborative approach"" is vague and lacks concrete, explicit human-role definitions. Per the Phase 3 rule requiring all criteria to be explicitly met, the article is excluded due to failure of IC3.",gpt-5-petrobras,PromptBuilderPhase3,2026-03-10T20:50:59.895398,10.535187244415283
