bibtex_id,title,decision,justification,model_name,prompt_version,execution_date,processing_time_seconds
rayyan-471934069,Using large-scale augmented floor surfaces for industrial applications and evaluation on perceived sizes,exclude,"The article focuses on large-scale floor displays and human size perception in industrial visualization. It does not discuss Digital Twins, nor does it relate explainability or human interaction aspects within a Digital Twin context. Therefore, it fails IC1 and clearly violates EC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:48:13.297785,9.69573974609375
rayyan-471934070,Real-time discrete event simulation: a framework for an intelligent expert system approach utilising decision trees,maybe,"The abstract does not explicitly mention Digital Twins, but it describes a real-time discrete event simulation framework linked to production line sensor data and supporting stakeholder understanding via regression/decision trees—features that align with digital twin-like systems and include explainability/human-centered aspects. Given the high-recall Phase 1 and potential relevance to DT contexts, mark as maybe rather than exclude.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:48:25.808014,12.509209632873535
rayyan-471934071,Field-synchronized Digital Twin framework for production scheduling with uncertainty,exclude,"The article centers on a DT-based framework for production scheduling using genetic algorithms, discrete-event simulation, and prognostics (EPHM) to compute failure probabilities. While Digital Twin is central (IC1), there is no mention of explainability, interpretability, transparency, or human interaction/decision-support aspects. It focuses exclusively on predictive/simulation and optimization within a DT, meeting EC2 for exclusion in Phase 1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:48:34.046448,8.23433256149292
rayyan-471934072,"Model-Based Feature Information Network (MFIN): A Digital Twin Framework to Integrate Location-Specific Material Behavior Within Component Design, Manufacturing, and Performance Analysis",maybe,"Digital Twin is a central concept (framework enabling a DT description). While the abstract does not explicitly mention explainability or human-in-the-loop aspects, it emphasizes storing, searching, and retrieving contextual/lifecycle information, which may relate to transparency or human interaction in the full text. To maintain high recall, flag as potentially relevant for further screening.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:48:51.540887,17.49190092086792
rayyan-471934073,Pitfalls and protocols of data science in manufacturing practice,exclude,"The article discusses data science frameworks for manufacturing and Industry 4.0 without mentioning Digital Twins. Since IC1 (Digital Twin relevance) is not met, and there is no indication of explainability or human-interaction aspects in a DT context, it clearly falls outside the Phase 1 scope (EC1).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:49:01.499369,9.955448865890503
rayyan-471934074,A multilayer multimodal detection and prediction model based on explainable artificial intelligence for Alzheimer’s disease,exclude,"The study focuses on an explainable AI model for Alzheimer’s diagnosis using SHAP and rule-based explanations, but it does not mention or relate to Digital Twins. Fails IC1 and clearly meets EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:49:10.875283,9.372865915298462
rayyan-471934075,An Agent-Based Digital Twin for Exploring Localized Non-pharmaceutical Interventions to Control COVID-19 Pandemic,include,"Digital Twin is a central concept (agent-based city-scale DT). The study addresses human-centered aspects by supporting policy decisions and evaluating trade-offs between public health, citizen comfort, and economy. Thus it meets IC1 and IC2(b). It is not a secondary study and is in English; EC2 does not apply as human-related aspects are discussed.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:49:22.693650,11.815317392349243
rayyan-471934076,"Artificial intelligence, cyber-threats and Industry 4.0: challenges and opportunities",exclude,Clear secondary study (survey paper) focused on AI and cybersecurity in Industry 4.0 without mentioning Digital Twins. Fails IC1 and meets EC3; also appears unrelated to Digital Twins (EC1).,gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:49:32.240931,9.545253038406372
rayyan-471934077,Molecular function recognition by supervised projection pursuit machine learning,maybe,"The article explicitly mentions pairing experiments with digital twin molecular dynamics simulations, satisfying relevance to Digital Twins (IC1). It focuses on identifying functional mechanisms, feature extraction into basis vectors, and creating data-driven working hypotheses, which suggests interpretability/explainability aspects. While the explainability is not explicitly framed as XAI for Digital Twins, there is potential relevance to interpretability in a DT-integrated workflow. Given Phase 1’s high-recall aim and absence of clear exclusion criteria, it should be retained as a potential candidate.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:49:43.676297,11.432323217391968
rayyan-471934078,“Chatty Devices” and edge-based activity classification,exclude,"The abstract does not mention or discuss Digital Twins; it focuses on edge-based activity classification, federated learning, and product telemetry in manufacturing. There is no linkage to explainability or human-centered aspects in the context of Digital Twins. Thus, it fails IC1 and clearly falls under EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:49:55.553863,11.874489784240723
rayyan-471934079,Engineering ethical behaviors in autonomous industrial cyber-physical human systems,exclude,"Fails IC1: the abstract does not mention or discuss Digital Twins. The work focuses on ethical controllers for autonomous industrial cyber-physical human systems; despite human/ethical aspects, there is no Digital Twin context. Therefore it is clearly unrelated to Digital Twins (EC1) for this review’s scope.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:50:04.568829,9.011914491653442
rayyan-471934080,Tool wear monitoring in roughing and finishing processes based on machine internal data,exclude,"The article focuses on a tool wear monitoring system using machine internal data within an Internet of Production context. It does not mention or center on Digital Twins, nor does it address explainability, transparency, or human interaction aspects. Therefore, it fails IC1 and is clearly unrelated to Digital Twins (EC1).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:50:12.917337,8.34545612335205
rayyan-471934081,Artificial intelligence in product lifecycle management,exclude,"The article is a review/survey of AI in product lifecycle management (PLM), which falls under secondary studies (EC3). The abstract does not mention Digital Twins or any explainability/human-interaction aspects in a DT context. Thus, it clearly violates Phase 1 criteria.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:50:20.307212,7.3868303298950195
rayyan-471934082,Execution of Knowledge-Intensive Processes by Utilizing Ontology-Based Reasoning,exclude,"Fails IC1: the abstract and title do not mention or relate to Digital Twins. The work focuses on ontology-driven business process modeling and reasoning for knowledge-intensive processes, without any Digital Twin context. Therefore it clearly violates EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:50:27.079705,6.769445896148682
rayyan-471934083,Toward automated regulatory compliance,exclude,"The article focuses on AI-aided, model-driven automated regulatory compliance and does not mention Digital Twins. It therefore fails IC1 and is clearly unrelated to Digital Twins (EC1). There is also no evidence of explainability or human interaction in a Digital Twin context.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:50:31.028246,3.9455113410949707
rayyan-471934084,A panoramic view and swot analysis of artificial intelligence for achieving the sustainable development goals by 2030: progress and prospects,exclude,EC1 and EC3: The article is a broad secondary review (SWOT analysis) of AI for SDGs with no indication that Digital Twins are discussed. It does not address explainability or human interaction in the context of Digital Twins.,gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:50:36.150350,5.119056940078735
rayyan-471934085,A control architecture for continuous production processes based on industry 4.0: water supply systems application,exclude,"The abstract focuses on a holonic control architecture for continuous production processes (WSS) and simulations, with no mention of Digital Twins. It also does not reference explainability, transparency, or human-centered/interaction aspects. Therefore, it fails IC1 and IC2 and meets EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:50:44.171422,8.018031597137451
rayyan-471934086,A structured literature review on the interplay between emerging technologies and COVID-19 – insights and directions to operations fields,exclude,"The article is a structured literature review (secondary study), which is excluded by EC3, and the abstract does not indicate Digital Twins as a focus (violating IC1). It broadly reviews emerging technologies for COVID-19 operations without specific DT or explainability/human-interaction context.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:50:51.080487,6.906007289886475
rayyan-471934087,Cyber-Physical Loops as Drivers of Value Creation in NDE 4.0,maybe,"Digital Twin is mentioned as part of the cyber-physical loop in NDE 4.0 (IC1: relevant), and the abstract discusses stakeholders and value creation/use cases, suggesting human-centered aspects. However, the extent to which these human aspects are directly tied to the Digital Twin or include explainability is unclear from the abstract. Given the high-recall phase, this warrants a maybe rather than exclusion.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:51:05.732137,14.648326396942139
rayyan-471934088,An artificial intelligence framework integrating longitudinal electronic health records with real-world data enables continuous pan-cancer prognostication,exclude,The article does not discuss Digital Twins; it presents an AI framework for prognostication using EHR and real-world data with NLP. This clearly violates IC1 and falls under EC1 (unrelated to Digital Twins). No DT-related explainability or human-interaction aspects are mentioned.,gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:51:12.765188,7.030503273010254
rayyan-471934089,"Bio-inspired computation for big data fusion, storage, processing, learning and visualization: state of the art and future directions",exclude,"The article is a survey on bio‑inspired computation for Big Data and does not discuss Digital Twins (fails IC1). It is also a secondary study (survey), which meets EC3. No explainability or human-interaction aspects are presented in a Digital Twin context. Therefore, it clearly violates the Phase 1 criteria.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:51:19.625470,6.857233047485352
rayyan-471934090,Surrogate model–based inverse parameter estimation in deep drawing using automatic knowledge acquisition,exclude,"The article focuses on surrogate/inverse modeling and sensor selection for deep drawing process monitoring and parameter estimation. There is no mention of Digital Twins nor any discuss of explainability, transparency, or human interaction. It clearly fails IC1 and matches EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:51:35.274215,15.645693302154541
rayyan-471934091,Distributed Event-Triggered Formation Control of USVs with Prescribed Performance,exclude,"The article focuses on formation control for USVs using event-triggered mechanisms and neural networks, with no mention of Digital Twins. It clearly violates IC1 and falls under EC1 as unrelated to Digital Twins.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:51:42.361231,7.083981990814209
rayyan-471934092,Event-Triggered Adaptive Neural Control for Multiagent Systems with Deferred State Constraints,exclude,"The article focuses on event-triggered adaptive neural control for multiagent systems and does not mention or relate to Digital Twins. It therefore fails IC1 and clearly meets EC1 (unrelated to Digital Twins). Additionally, no explainability or human-centered aspects are discussed.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:51:48.681902,6.31867790222168
rayyan-471934093,Assessing product quality from the production process logs,exclude,"Fails IC1: The article does not mention or situate its method within a Digital Twin context. It focuses on process mining of manufacturing logs to compute a quality/penalty index from MES data. No Digital Twin, explainability, or human-interaction aspects in a DT context are indicated. Therefore, it clearly meets EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:51:57.610053,8.925085306167603
rayyan-471934094,Knowledge-driven framework for industrial robotic systems,exclude,"The article focuses on an ontology-based framework for programming industrial robots and does not discuss Digital Twins. It lacks any mention of Digital Twins as a relevant or central concept and does not address explainability or human interaction in a Digital Twin context. Therefore, it fails IC1 and clearly meets EC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:52:04.447133,6.834042310714722
rayyan-471934095,Data Analytics in Industry 4.0: A Survey,exclude,"The article is a secondary study (survey/SLR) on data analytics in Industry 4.0 and does not present Digital Twins as a central concept. Per EC3, secondary studies are excluded in Phase 1. Additionally, the abstract does not indicate any focus on explainability or human-interaction aspects in the context of Digital Twins.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:52:14.039340,9.589233160018921
rayyan-471934096,Corporate digital responsibility (CDR) in construction engineering—ethical guidelines for the application of digital transformation and artificial intelligence (AI) in user practice,maybe,"The abstract explicitly mentions digital twins in the construction context and the paper centers on ethics-by-design, trustworthy AI, and human-friendly use—covering human-centered and transparency-related aspects. However, digital twins do not appear to be the central focus of the framework/guidelines, making DT relevance unclear. Given Phase 1’s high-recall rule, mark as maybe rather than exclude.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:52:29.991226,15.948843240737915
rayyan-471934097,Process-oriented unstable state monitoring and strategy recommendation for burr suppression of weak rigid drilling system driven by digital twin,maybe,"Digital Twin is central to the proposed monitoring and strategy recommendation framework (IC1). While the abstract does not explicitly mention explainability or interpretability, the presence of 'strategy recommendation' and feedback mechanisms within the DT suggests potential human-in-the-loop decision support or interaction aspects (IC2). Given Phase 1’s high-recall emphasis and the uncertainty about human-centered elements, this warrants a 'maybe' rather than exclusion.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:52:48.982516,18.98925757408142
rayyan-471934098,Product design lifecycle information model (PDLIM),maybe,"The article proposes a product design lifecycle information model (PDLIM) and explicitly notes the potential of Digital Twin (DT) technology for lifecycle information collection and management, indicating DT relevance. It also addresses human-centered and interaction aspects (e.g., human-centred design, crowdsourcing, design interaction scenarios). While DT is not the central focus and explainability is not explicit, the DT relevance plus human/interaction elements suggest potential alignment with the inclusion criteria. Given Phase 1’s high-recall intent and no clear exclusion criteria triggered, retain for further screening.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:53:08.903353,19.917786359786987
rayyan-471934099,aCHAT-WF: Generating conversational agents for teaching business process models,exclude,"Fails IC1: The article focuses on conversational agents (chatbots) for teaching business process models and does not discuss Digital Twins. While it involves human interaction, there is no mention or relevance to Digital Twins, thus clearly not meeting the Phase 1 inclusion criteria.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:53:14.111299,5.204895496368408
rayyan-471934100,Context-Based Resilience in Cyber-Physical Production System,exclude,"Fails IC1: the article focuses on cyber-physical production systems and resilience in digital factories without discussing Digital Twins as a concept. Although human-in-the-loop and operator interfaces are addressed (meeting human interaction aspects), the Digital Twin criterion is not met. Therefore, it clearly violates EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:53:24.018353,9.90400743484497
rayyan-471934101,Learning semantic-specific visual representation for laser welding penetration status recognition,exclude,"The article focuses on a computer vision model for laser welding penetration status recognition and does not discuss Digital Twins. There is no mention of explainability, transparency, or human interaction in the context of Digital Twins. Therefore, it clearly fails IC1 and meets EC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:53:30.306210,6.285830020904541
rayyan-471934102,Interpretable machine learning for genomics,exclude,"The article focuses on interpretable machine learning in genomics and does not mention or relate to Digital Twins, thus failing IC1. It also appears to be a survey/introductory review, fitting EC3. Therefore, it clearly violates Phase 1 criteria.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:53:35.379043,5.069796085357666
rayyan-471934103,Interoperable Digital Building Twins Through Communicating Materials and Semantic BIM,include,"Digital Building Twins are the central focus, and the abstract explicitly mentions providing explainable decision-support using Semantic Web technologies. This satisfies IC1 and IC2. The article appears to be a peer-reviewed research contribution with an English title/abstract, so no clear exclusion criteria apply.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:53:40.181002,4.798920631408691
rayyan-471934104,Pipeline for ontology-based modeling and automated deployment of digital twins for planning and control of manufacturing systems,exclude,"Digital Twin is central, but the abstract focuses on ontology-based modeling, standardization, and automated deployment for manufacturing DTs. It does not mention explainability, interpretability, transparency, XAI, or human interaction aspects. Therefore, it fails IC2 and is a clear case for exclusion in Phase 1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:54:01.808141,21.624098777770996
rayyan-471934105,The Enigma of BIM,exclude,"The article is a position paper on BIM (Building Information Modelling) and does not mention or discuss Digital Twins. It also does not reference explainability, transparency, or human interaction in a Digital Twin context. Therefore, it clearly violates EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:54:09.827326,8.016055583953857
rayyan-471934106,Regulating artificial-intelligence applications to achieve the sustainable development goals,exclude,The article is a general perspective on AI regulation for achieving SDGs and does not discuss Digital Twins. It fails IC1 and is clearly unrelated to Digital Twins (EC1).,gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:54:21.791445,11.96105670928955
rayyan-471934107,"Integration of Artificial Intelligence, Blockchain, and Wearable Technology for Chronic Disease Management: A New Paradigm in Smart Healthcare",exclude,"The article focuses on AI, blockchain, and wearable technology for chronic disease management without mentioning or discussing Digital Twins. As Digital Twins are not presented as a relevant concept, it clearly violates EC1. While human-centered aspects are present, they are not in the context of Digital Twins, thus failing IC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:54:28.560420,6.766913652420044
rayyan-471934108,Robot End-Effector Mounted Camera Pose Optimization in Object Detection-Based Tasks,maybe,"Digital Twin is relevant (they demonstrate using a DT of the working scene within the proposed pipeline), but the abstract does not clearly mention explainability, interpretability, transparency, XAI, or human interaction aspects. Given Phase 1 high-recall guidance and unclear presence of IC2, retain as maybe for further screening.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:54:50.151263,21.588865280151367
rayyan-471934109,Intelligence  under  the Hood,maybe,"No abstract is provided and the title is ambiguous; it does not clearly indicate Digital Twins or exclude them. Given the high-recall Phase 1 and the possibility that the article could involve AI/intelligence aspects potentially tied to explainability or human interaction in a Digital Twin context, it should not be excluded at this stage.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:54:58.714816,8.560485601425171
rayyan-471934110,State-of-the-art survey on digital twin implementations,exclude,"The article is explicitly a state-of-the-art survey (secondary study), which falls under EC3 exclusion. Although Digital Twins are central and it addresses human interaction via AR, Phase 1 excludes surveys/systematic reviews.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:55:04.837712,6.119830131530762
rayyan-471934111,A digital twin–driven method for online quality control in process industry,exclude,"Digital Twin is central, but the work focuses on prediction/optimization for online quality control (bi-GRU with attention, GA) and process monitoring within a DT. The abstract provides no indication of explainability, interpretability, transparency, or human interaction aspects. Therefore, it clearly falls under EC2.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:55:15.418421,10.579183578491211
rayyan-471934112,3D temperature field prediction in direct energy deposition of metals using physics informed neural network,exclude,"The study focuses on physics-informed neural networks for temperature prediction in metal additive manufacturing and, while it mentions interpretability, it does not mention or relate to Digital Twins. It clearly fails IC1 and fits EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:55:24.125774,8.704315900802612
rayyan-471934113,Modelling and condition-based control of a flexible and hybrid disassembly system with manual and autonomous workstations using reinforcement learning,exclude,"The article focuses on reinforcement learning-based control for hybrid disassembly systems and does not mention or position Digital Twins as a relevant or central concept. Therefore, it clearly violates EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:55:31.089670,6.960845470428467
rayyan-471934114,A digital twin auxiliary approach based on adaptive sparse attention network for diesel engine fault diagnosis,include,Digital Twin is central (a digital twin auxiliary approach for diesel engine fault diagnosis) and the study explicitly addresses interpretability/explainability via an attention mechanism that visualizes fault information and discusses clearer interpretability. Satisfies IC1 and IC2; not excluded by any EC.,gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:55:38.055604,6.9628989696502686
rayyan-471934115,"Deep learning models for predictive maintenance: a survey, comparison, challenges and prospects",exclude,"The paper is a survey of deep learning for predictive maintenance and does not mention or focus on Digital Twins. It is also a secondary study (survey), which is excluded by EC3. Therefore, it clearly violates EC1 and EC3.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:55:44.626580,6.567978143692017
rayyan-471934116,A survey on outlier explanations,exclude,"Clearly unrelated to Digital Twins (EC1) and is a survey/secondary study (EC3). While it covers explainability, it is not in the context of Digital Twins, thus does not meet IC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:55:50.196932,5.56832480430603
rayyan-471934117,The materials tetrahedron has a “digital twin”,include,"Digital Twin is central via the proposed materials–information twin tetrahedra (MITT) framework (IC1). The abstract emphasizes stakeholder collaboration and a communication tool for academia, industry, and government, reflecting human-centered/interaction aspects in the DT context (IC2). It appears to be a peer-reviewed conceptual framework article in English, so no clear exclusion applies.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:55:56.974891,6.775930881500244
rayyan-471934118,Human Digital Twin (HDT) Driven Human-Cyber-Physical Systems: Key Technologies and Applications,include,"Digital Twin is central (Human Digital Twin driving Human-Cyber-Physical Systems). The human-centered/interaction aspect is explicit from the focus on Human-CPS. Even without the abstract, this clearly meets IC1 and the human interaction component of IC2. No clear evidence it is a secondary study or otherwise excluded.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:56:06.723429,9.746516227722168
rayyan-471934119,AI-driven streamlined modeling: experiences and lessons learned from multiple domains,exclude,"The article focuses on AI-assisted model-driven engineering across multiple domains and does not mention Digital Twins. It therefore clearly fails IC1 (Digital Twin relevance). Additionally, there is no indication of explainability or human-centered aspects in a Digital Twin context. Hence, it meets EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:56:11.135316,4.408841848373413
rayyan-471934120,A pavement distresses identification method optimized for YOLOv5s,exclude,"The article focuses on improving a YOLOv5-based computer vision model for pavement distress detection and deployment on an embedded platform, with no mention of Digital Twins or related human/XAI aspects. It clearly violates EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:56:16.414374,5.276018857955933
rayyan-471934121,Machine learning techniques applied to mechanical fault diagnosis and fault prognosis in the context of real industrial manufacturing use-cases: a systematic literature review,exclude,"EC1 and EC3: The article is a systematic literature review on machine learning for fault diagnosis/prognosis in manufacturing with no mention of Digital Twins, and it is a secondary study (systematic review), which is excluded in Phase 1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:56:21.347448,4.930025577545166
rayyan-471934122,Deploying digitalisation and artificial intelligence in sustainable development research,exclude,"Fails IC1: the abstract does not mention or discuss Digital Twins; it focuses broadly on AI and sustainable development. It also appears to be a secondary study (literature review), triggering EC3. Therefore, clearly unrelated to Digital Twins per EC1.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:56:27.436213,6.0857155323028564
rayyan-471934123,Empowering Digital Innovation by Diverse Leadership in ICT – A Roadmap to a Better Value System in Computer Algorithms,exclude,"EC1: The article does not mention or relate to Digital Twins. It focuses on diverse leadership, digital ethics, and transparency/fairness in AI broadly, without any Digital Twin context. Therefore, it clearly fails the requirement that Digital Twin be relevant (IC1).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:56:31.264069,3.824817180633545
rayyan-471934124,Engineering empowered by physics-based and data-driven hybrid models: A methodological overview,exclude,"Digital Twin (Hybrid Twin) is central, but the abstract focuses on physics-based/data-driven modeling for online prediction, calibration, and diagnosis without referencing explainability, interpretability, transparency, or human interaction (EC2). Moreover, it is a methodological overview that revisits methodologies (a secondary study), which is excluded in Phase 1 (EC3).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:57:16.162405,44.89520597457886
rayyan-471934125,Multi-fidelity information fusion with concatenated neural networks,maybe,"The paper primarily presents a physics-guided ML framework for multi-fidelity fusion in fluid mechanics, but it explicitly mentions paving the way for next-generation digital twin technologies, indicating potential relevance to DTs. While it does not clearly address explainability or human interaction, it emphasizes physically consistent models and uncertainty reduction, which could relate to transparency/trustworthiness. Given the high-recall Phase 1 and the DT mention, retain as maybe for further screening.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:58:00.785770,44.61982274055481
rayyan-471934126,"Integrative urban AI to expand coverage, access, and equity of urban data",exclude,"The article focuses on general urban AI, data equity, and topics like fairness and interpretability, but does not mention or discuss Digital Twins. It therefore fails IC1 and clearly falls under EC1 (unrelated to Digital Twins).",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:58:06.925005,6.136175155639648
rayyan-471934127,Digital twin-based decision making paradigm of raise boring method,include,"Digital Twin is central (digital twin-driven process planning/decision-making framework and prototype with five-dimension DT architecture). The work addresses human-centered aspects via decision support (planning recommendation) and visual simulation, implying human interaction with the DT. Meets IC1 and IC2(b); no clear exclusion applies.",gpt-5-petrobras,PromptBuilderPhase1,2026-03-10T15:58:14.952426,8.025893449783325
