bibtex_id,title,decision,justification,model_name,prompt_version,execution_date,processing_time_seconds
rayyan-471934124,Engineering empowered by physics-based and data-driven hybrid models: A methodological overview,exclude,"IC1: Satisfied. The abstract and title make Digital Twins central, explicitly discussing the construction of Hybrid Twins and virtual replicas for smart manufacturing. IC2: Not satisfied. There is no explicit mention of explainability, interpretability, transparency, or XAI mechanisms within the Digital Twin context; the focus is on hybrid modeling, data assimilation, calibration, prediction, and maintenance. IC3: Not satisfied. No explicit human roles or human-in-the-loop/on-the-loop mechanisms are described. Additionally, EC2 applies as the work focuses on predictive/simulation (hybrid) models within Digital Twins without reference to explainability or human aspects, and EC3 likely applies since it is a methodological overview (a secondary study). Therefore, exclude.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:50:40.151719,14.815857172012329
rayyan-471934125,Multi-fidelity information fusion with concatenated neural networks,exclude,"IC1 not satisfied: Digital Twin is not a central concept; it is only mentioned as a potential future application (“paves the way for… next-generation digital twin technologies”). IC2 not satisfied: the abstract does not explicitly propose, implement, evaluate, or discuss explainability/interpretability/transparency/XAI mechanisms, and nothing is framed within a Digital Twin context. IC3 not satisfied: no explicit human roles or human-in-the-loop/on-the-loop mechanisms are described. Therefore, the article fails all required inclusion criteria and is excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:50:49.952130,9.796412944793701
rayyan-471934127,Digital twin-based decision making paradigm of raise boring method,exclude,"IC1 is satisfied: the abstract explicitly presents a digital twin-driven process planning framework and a five-dimension DT architecture, and develops a DT-driven decision-making prototype. IC2 is not satisfied: there is no explicit mention of explainability, interpretability, transparency, or XAI mechanisms. IC3 is not satisfied: the abstract does not explicitly define human roles or human-in-the-loop/interaction mechanisms. Given the absence of explicit XAI and human-centered elements, EC2 applies (focus on DT-based process planning and simulation without reference to explainability or human aspects).",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:50:55.327953,5.373805284500122
rayyan-471934129,Design Principles for Shared Digital Twins in Distributed Systems,exclude,"IC1: Satisfied — Digital Twins (specifically Shared Digital Twins) are the central focus of the proposed design principles. IC2: Not satisfied — the abstract does not explicitly mention explainability, interpretability, transparency, or XAI mechanisms within the Digital Twin context. IC3: Not satisfied — the abstract does not explicitly define human roles or human-in-the-loop/on-the-loop interactions in the system; mentioning interviews with industry experts reflects the study method, not system roles. EC1–EC4: No clear violations, but failure to meet IC2 and IC3 warrants exclusion in this strict phase.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:51:03.148784,7.818802833557129
rayyan-471934130,Computational graph completion,exclude,"IC1 not satisfied: Digital Twin is only mentioned as one of several application examples (“digital twin modeling”) and is not a central concept of the framework. IC2 not satisfied: The abstract contains no explicit discussion or proposal of explainability, interpretability, transparency, or XAI mechanisms, especially within a Digital Twin context. IC3 not satisfied: No explicit human roles or human-in-the-loop/on-the-loop mechanisms are described. Given the strict requirement that all inclusion criteria be explicitly met, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:51:13.151869,10.000013828277588
rayyan-471934132,Advanced data modeling for industrial drying machine energy optimization,exclude,"IC1 satisfied: The abstract explicitly centers a digital twin approach and reports deployment in a real setting to control the drying process. IC2 not satisfied: No explicit mention of explainability, interpretability, transparency, or XAI mechanisms within the digital twin context; the abstract focuses on benchmarking ML algorithms and optimization without XAI. IC3 not satisfied: While operator variability is noted as motivation, the system description does not explicitly define human roles or incorporate human-in-the-loop/on-the-loop mechanisms. Given the strict requirement for explicit evidence, the absence of IC2 and IC3 leads to exclusion.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:51:20.322514,7.168611764907837
rayyan-471934134,A Computational Platform Integrating a Mechanistic Model of Crohn’s Disease for Predicting Temporal Progression of Mucosal Damage and Healing,exclude,"IC1: Satisfied. The abstract explicitly states a 'virtual patient matching algorithm assigned a digital twin to each patient' and that the digital twin was used to forecast treatment response, making the digital twin central to the platform. IC2: Not satisfied. The abstract does not explicitly mention explainability, interpretability, transparency, or any XAI mechanisms within the digital twin context; it focuses on predictive performance (sensitivities/specificities) of a mechanistic–statistical model and a decision tree without stating any explainability components. IC3: Not satisfied. Although the conclusion references 'decision support' and mentions physicians generally, the abstract does not explicitly define human roles (e.g., operator, decision-maker) nor describe human-in-the-loop/on-the-loop interaction mechanisms. EC checks: The article is related to digital twins (not EC1), is peer-reviewed with an English abstract (not EC3/EC4). However, due to missing explicit IC2 and IC3 elements under strict screening, the article should be excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:51:30.430243,10.10570740699768
rayyan-471934138,Knowledge-embedded machine learning and its applications in smart manufacturing,exclude,"IC1 not satisfied: The abstract presents a Knowledge-embedded Machine Learning (KML) framework for smart manufacturing; Digital Twin is only mentioned as a general technology and as one possible application area (“applications such as PHM and DT”), not as a central concept of the proposed framework. IC2 not satisfied: Although the abstract discusses lack of interpretability and KML addressing it, there is no explicit proposal or evaluation of explainability/interpretability mechanisms specifically within a Digital Twin context. IC3 not satisfied: The abstract does not explicitly define human roles or include human-in-the-loop/on-the-loop mechanisms. The article is peer-reviewed with an English abstract, but it fails to explicitly meet all required inclusion criteria.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:51:37.688718,7.255428075790405
rayyan-471934142,"Vision transformer and explainable transfer learning models for auto detection of kidney cyst, stone and tumor from CT-radiography",exclude,"IC1 not met: Digital Twin is not a central concept—DT is only mentioned tangentially as a potential research scope; no DT architecture/system is proposed. IC2 not met: While the study mentions revealing the black box of deep models, explainability is not discussed within a Digital Twin context. IC3 not met: The abstract provides no explicit human roles or human-in-the-loop/on-the-loop mechanisms. Therefore, the article fails the strict inclusion criteria and should be excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:51:49.745411,12.053692817687988
rayyan-471934143,From the ground up: developing a practical ethical methodology for integrating AI into industry,exclude,"IC1 not satisfied: the abstract does not mention Digital Twins, nor present them as a central concept of any architecture/system. IC2 not satisfied: there is no explicit proposal, implementation, evaluation, or formal discussion of explainability/interpretability/transparency (XAI) mechanisms within a Digital Twin context. IC3: while human roles (shop floor worker, ethicist as ethical supervisor) are explicitly described, they are not tied to a Digital Twin system. EC1 applies: the article is clearly unrelated to Digital Twins based on the abstract/metadata. Therefore, the article fails the strict inclusion criteria.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:51:56.523177,6.7757439613342285
rayyan-471934145,"The Metaverse as a virtual form of data-driven smart urbanism: platformization and its underlying processes, institutional dimensions, and disruptive impacts",exclude,"IC1 not satisfied: The abstract does not mention Digital Twins and does not position a Digital Twin as a central concept; it focuses on the Metaverse and platformization in smart urbanism. IC2 not satisfied: There is no explicit proposal, implementation, evaluation, or formal discussion of explainability/interpretability/transparency (XAI) mechanisms within a Digital Twin context. IC3 not satisfied: The abstract does not define human roles or human-in/on-the-loop mechanisms within any Digital Twin system. Therefore, the article fails all required inclusion criteria.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:52:08.248200,11.724003791809082
rayyan-471934147,"Multi-perspective Data Modelling in Cyber Physical Production Networks: Data, Services and Actors",exclude,"IC1 not met: Digital Twin is not mentioned and is not a central concept; the work focuses on data modelling and services in CPPS/Digital Threads. IC2 not met: no explicit explainability, interpretability, transparency, or XAI mechanisms are proposed or evaluated. IC3 is not explicitly satisfied: while 'actors' and access policies are mentioned, no explicit human roles or human-in/on-the-loop mechanisms are defined. Given these gaps and the article’s lack of explicit Digital Twin focus (EC1), it should be excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:52:19.338353,11.088136672973633
rayyan-471934151,Managing AI is managing complexity - An interview with Rahul C. Basole,exclude,"IC1 not satisfied: the title/metadata do not indicate Digital Twins as a central concept. IC2 not satisfied: there is no explicit mention of explainability/interpretability/transparency/XAI within a Digital Twin context. IC3 not satisfied: no explicit human roles or human-in-the-loop mechanisms are described as part of a system. Additionally, the article is explicitly an interview, which suggests non-research/editorial content, aligning with EC3. With multiple required criteria missing from the available abstract/metadata, the article should be excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:52:27.598699,8.259321928024292
rayyan-471934163,Enhancing wisdom manufacturing as industrial metaverse for industry and society 5.0,exclude,"IC1 not satisfied: Digital twins are only listed as one of several enabling technologies within a socio-cyber-physical system/industrial metaverse framework and are not presented as a central concept of the architecture. IC2 not satisfied: The abstract contains no explicit mention of explainability, interpretability, transparency, or XAI mechanisms, and none are discussed in the Digital Twin context. IC3 not satisfied: Although human-centric solutions and cobots are mentioned, the abstract does not explicitly define human roles or incorporate human-in-the-loop/on-the-loop mechanisms. Given these explicit gaps, the article fails the strict inclusion criteria.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:52:32.375332,4.7756123542785645
rayyan-471934166,M-LFM: a multi-level fusion modeling method for shape-performance integrated digital twin of complex structure,exclude,"IC1 is satisfied: the work explicitly proposes a new digital twin framework (central concept). However, IC2 is not satisfied: the abstract does not explicitly discuss explainability, interpretability, transparency, or XAI mechanisms within the digital twin context—mention of visualization techniques alone is insufficient. IC3 is not satisfied: there is no explicit definition of human roles or human-in/on-the-loop mechanisms. This also meets EC2, as the focus is on predictive/fusion modeling and performance prediction without explicit explainability or human-related aspects.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:52:38.844916,6.466532230377197
rayyan-471934168,State of health and remaining useful life prediction for lithium-ion batteries based on differential thermal voltammetry and a long and short memory neural network,exclude,"IC1 not satisfied: Digital Twin is only mentioned in passing as a potential application (""provides the basis and guidance for ... the application of cloud technology and digital twin"") and is not a central concept of the proposed architecture or system. IC2 not satisfied: The abstract does not explicitly propose, implement, evaluate, or formally discuss explainability, interpretability, transparency, or XAI mechanisms, and nothing is framed within a Digital Twin context; it describes feature selection and correlation analysis for an LSTM-based predictive model, which are standard modeling steps, not explicit XAI. IC3 not satisfied: No explicit human roles or human-in-the-loop/ human-centered interaction mechanisms are described. Given these missing elements, the paper focuses on predictive SOH/RUL modeling without explicit DT-centered, XAI, or human aspects, so it fails the strict inclusion criteria.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:52:51.262397,12.415451526641846
rayyan-471934177,A digital twin–driven monitoring framework for dual-robot collaborative manipulation,exclude,"IC1 is satisfied: the abstract explicitly presents a digital twin–driven monitoring system and architecture as the central focus. However, IC2 is not satisfied: there is no explicit mention or discussion of explainability, interpretability, transparency, or XAI mechanisms within the digital twin context; phrases like ‘intelligent decision-making’ and ‘real-time monitoring’ do not explicitly denote XAI or explainability. IC3 is not satisfied: the abstract does not explicitly define human roles (e.g., operator, decision-maker) nor describe human-in-the-loop/on-the-loop or human-centered interaction mechanisms. Because IC2 and IC3 are missing from the abstract, the article fails the strict inclusion criteria and should be excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:52:59.620709,8.354292392730713
rayyan-471934184,A thermodynamics-informed active learning approach to perception and reasoning about fluids,exclude,"IC1 not met: Digital Twin is not a central concept—DTs are only mentioned as a potential application domain (“extensible to other domains such as the development of cognitive digital twins”). IC2 not met: While the abstract mentions providing explanations and forecasts in general, it does not explicitly propose or discuss explainability/interpretability mechanisms within a Digital Twin context. IC3 not met: No explicit human roles or human-in/on-the-loop mechanisms are described. Given the strict requirement that all ICs be explicitly satisfied in the abstract/metadata, this article should be excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:53:12.089855,12.467111587524414
rayyan-471934186,"A Smart Service System for Spatial Intelligence and Onboard Navigation for Individuals with Visual Impairment (VIS<sup>4</sup>ION Thailand): study protocol of a randomized controlled trial of visually impaired students at the Ratchasuda College, Thailand",exclude,"IC1: Satisfied. The abstract explicitly states they create a digital twin of the campus as part of the system (“leveraging 3D reconstruction and semantic segmentation techniques to create a digital twin of the campus”). IC2: Not satisfied. There is no explicit mention of explainability, interpretability, transparency, or XAI mechanisms within the Digital Twin context in the abstract or metadata; reported human-centered evaluations (acceptability, appropriateness, feasibility) do not constitute XAI. IC3: Likely satisfied, as the abstract explicitly describes end users (visually impaired students) interacting with the system and receiving orientation cues, indicating human-centered interaction. However, because IC2 is not explicitly met, the article does not fulfill all required inclusion criteria for Phase 2.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:53:25.435111,13.344238519668579
rayyan-471934189,Real-time parameter updating for nonlinear digital twins using inverse mapping models and transient-based features,exclude,"IC1 is satisfied: Digital Twin is central, as the abstract explicitly frames the work 'in the context of digital twins' and proposes a real-time model updating method for DT models. IC2 is satisfied: the abstract explicitly targets 'real-time updating of physically interpretable parameter values' in DT models, indicating an interpretability aspect. IC3 is not satisfied: the abstract and metadata do not explicitly define any human roles (e.g., operator, decision-maker) or incorporate human-in-the-loop/on-the-loop or human-centered interaction mechanisms. Per Phase 2 rules, all ICs must be explicitly met; since IC3 is missing, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:53:33.567869,8.131767749786377
rayyan-471934193,Faceting the post-disaster built heritage reconstruction process within the digital twin framework for Notre-Dame de Paris,exclude,"IC1 is satisfied: the digital twin framework is explicitly central to the reconstruction case study. IC2 is not satisfied: the abstract does not explicitly propose, implement, evaluate, or formally discuss explainability, interpretability, transparency, or XAI mechanisms; references to authenticity, monitoring, spatio-temporal tracking, and semantically structured data describe data management and modeling but do not constitute explicit XAI/explainability. IC3 is not satisfied: there is no explicit definition of human roles or human-in-the-loop/on-the-loop interaction mechanisms. This aligns with EC2, as the focus is on modeling and operational research within a digital twin without explicit explainability or human-related aspects.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:53:43.944361,10.375470399856567
rayyan-471934195,Developing DELPHI expert consensus rules for a digital twin model of acute stroke care in the neuro critical care unit,maybe,"IC1 is explicitly met: the digital twin is central to the study (title and abstract focus on developing rules for a digital twin model for acute stroke care). IC2 is explicitly met: the abstract contrasts associative AI with Delphi-derived digital twin AI and states these are 'easily interpretable models,' formally discussing interpretability within the DT context. IC3 is ambiguous: while human experts are involved via the Delphi process to create the model’s rules, the abstract does not explicitly define human roles (e.g., operator, decision-maker) or describe human-in-the-loop/on-the-loop interaction mechanisms as part of the DT system’s operation or use in the ICU. Since explicit system-level human role/interaction is not clearly stated, IC3 is not fully satisfied.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:53:55.357205,11.409802436828613
rayyan-471934200,Visual analytics for digital twins: a conceptual framework and case study,maybe,"IC1 satisfied: Digital Twin is central, with a proposed conceptual visual analytics framework for digital twins (DTVA) and a DT-focused case study. IC3 satisfied: The abstract explicitly incorporates human-centered interaction (human–machine interface, integrating human domain experience and cognitive abilities) and identifies humans as decision-makers. IC2 ambiguous: While the paper discusses visual representation and analytical reasoning within VA, the abstract does not explicitly state explainability, interpretability, transparency, or XAI mechanisms in those terms. Given the strict requirement for explicit mention, IC2 is not clearly met in the abstract, warranting a 'maybe' for Phase 3 adjudication.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:54:06.079718,10.71749210357666
rayyan-471934201,Permanently updated 3D-model of actual geometries of research environments,exclude,"IC1: Not explicitly satisfied—while the 3D model is ""added to its digital twin and can be observed there,"" the central focus is on creating and updating 3D geometry via optical metrology; a Digital Twin architecture/system is not the central concept. IC2: Not satisfied—the abstract contains no explicit mention of explainability, interpretability, transparency, or XAI mechanisms. IC3: Not satisfied—no explicit human roles or human-in-the-loop/on-the-loop mechanisms are described; references to planning, approval, and certification are indirect and do not define human interaction within the system. Since required criteria are not explicitly met, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:54:21.283441,15.202709674835205
rayyan-471934215,"Agents and Digital Twins for the engineering of Cyber-Physical Systems: opportunities, and challenges",exclude,"IC1 is satisfied: the abstract positions Digital Twins as central, relating DTs with agents and multiagent systems for CPS engineering. However, IC2 is not satisfied: there is no explicit mention of explainability, interpretability, transparency, or XAI mechanisms within the DT context. IC3 is also not satisfied: the abstract does not explicitly define human roles or incorporate human-in-the-loop/on-the-loop or human-centered interaction mechanisms. Given the strict requirement that all inclusion criteria be explicitly met, the article is excluded.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:54:33.218867,11.932386875152588
rayyan-471934218,Smart Production and Manufacturing System Using Digital Twin Technology and Machine Learning,exclude,"IC1: Satisfied. The abstract proposes a general framework for smart factory Digital Twins and positions DT as the foundation, indicating DT is central. IC2: Not satisfied. There is no explicit mention of explainability, interpretability, transparency, or XAI mechanisms; the focus is on data-driven simulation model creation using machine learning and process mining, with model validation/updating. IC3: Not satisfied. The abstract does not explicitly define human roles or incorporate human-in-the-loop/on-the-loop mechanisms; the note about reducing the requirement for specialist knowledge does not constitute an explicit human-centered interaction mechanism. Therefore, the article fails IC2 and IC3. This aligns with EC2, as it focuses on simulation/ML within DTs without reference to explainability or explicit human interaction.",gpt-5-petrobras,PromptBuilderPhase2,2026-03-03T21:54:46.798666,13.57878303527832
